INSTNM,ADDR,CITY,STABBR,ZIP,CHFNM,CHFTITLE,GENTELE,WEBADDR,APPLURL,LONGITUD,LATITUDE
Arthur's Beauty College Inc-Jacksonville,2600 John Harden Dr,Jacksonville,AR,72076,Chris Strawn,Owner,5019828987,arthursbeautycollege.com, ,-92.102284,34.8918
Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,Little Rock,AR,72210-2820,Judy Pile,Assistant Vice President of Education,5012026200,www.bhslr.edu, ,-92.40692,34.713115
Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,72455,Wayne Hatcher,President,8702484000,www.blackrivertech.edu,https://connect.blackrivertech.org/adm/nappadm.html,-90.951033,36.239793
University of Central Arkansas,201 Donaghey Ave,Conway,AR,72035-0001,Tom Courtway,President,5014505000,www.uca.edu,www.uca.edu,-92.45931,35.078196
Central Baptist College,1501 College Avenue,Conway,AR,72034,Terry Kimbrow,President,5013296872,www.cbc.edu,www.cbc.edu/students/admissions/applying_to_cbc.aspx,-92.444102,35.084574
Cossatot Community College of the University of Arkansas,183 College Drive,De Queen,AR,71832,Steve Cole,Chancellor,8705844471,www.cccua.edu/,www.cccua.edu/admission-registration/how-to-apply-register/apply-for-admission,-94.3673,34.043389
Crowley's Ridge College,100 College Dr,Paragould,AR,72450,Ken Hoppe,President,8702366901,www.crc.edu/, ,-90.58482,36.066239
Crowley's Ridge Technical Institute,1620 Newcastle Road,Forrest City,AR,72335-0925,Burl Lieblong,President,8.70634E+12,www.crti.tec.ar.us, ,-90.767807,35.041908
East Arkansas Community College,1700 Newcastle Rd,Forrest City,AR,72335-2204,Dr. Coy Grace,President,8.70633E+12,WWW.EACC.EDU,cc.eacc.edu/cc3_scripts/cc_server.exe,-90.767445,35.039673
Eastern College of Health Vocations-Little Rock,200 South University Avenue,Little Rock,AR,72205,Joseph P. Dalto III,Owner,5015680211,www.easterncollege.edu,www.easterncollege.edu,-92.341891,34.75128
Imagine-Paul Mitchell Partner School,4201 E McCain Blvd,North Little Rock,AR,72117,George Brunt,Owner,5018011833,www.pmlittlerock.com, ,-92.221304,34.791306
National Park Community College,101 College Dr,Hot Springs,AR,71913,Sally Carder,President,5017604222,www.npcc.edu,www.npcc.edu/admissions/financialaid/cost-of-attendance,-93.117111,34.512731
University of Arkansas Community College-Batesville,2005 White Drive,Batesville,AR,72503-3350,Deborah Frazier,Chancellor,8706122000,www.uaccb.edu, ,-91.616123,35.79293
Harding University,915 E. Market Ave.,Searcy,AR,72143,Bruce McLarty,President,5012794000,www.harding.edu,www.harding.edu/admissions/howtoapply.html,-91.729008,35.249605
Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001,"Glendell Jones, Jr.",President,8702305000,www.hsu.edu,www.hsu.edu/form.aspx?id=2790,-93.060313,34.127792
Hendrix College,1600 Washington Ave,Conway,AR,72032-3080,Dr. William M. Tsutsui,President,5013296811,www.hendrix.edu,www.hendrix.edu/apply,-92.442021,35.09972
Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,Wentz Akard,Chief Executive Officer,5016244258,hotspringsbeautycollege.com, ,-93.038381,34.496287
Jefferson Regional Medical Center School of Nursing,1600 West 40th St,Pine Bluff,AR,71603,Kathy Pierce,Director,8705417850,www.jrmc.org,www.jrmc.org,-92.018045,34.187831
John Brown University,2000 W University St,Siloam Springs,AR,72761,Dr Charles W. Pollard,President,4795249500,www.jbu.edu,www.jbu.edu/apply/,-94.559088,36.191077
Lees School of Cosmetology,2700 W. Pershing Blvd,North  Little Rock,AR,72114-3800,Linda  Lee,Director,5017582800,LSCTraining.com, ,-92.296729,34.781993
Career Academy of Hair Design,346 E. Robinson Ave,Springdale,AR,72764-7128,Jim Butenschoen,Administrator,4797566060,www.beautynwa.com,www.beautynwa.com,-94.131834,36.16757
Marsha Kay Beauty College,408 Hwy 201 N,Mountain Home,AR,72653-3164,Marsha Kay Snedecor,Director,8704257575,marshakaybeautycollege.com,marshakaybeautycollege.com,-92.386019,36.344658
Academy of Salon and Spa,311 S 16th St,Fort Smith,AR,72901,Patricia Anderson,President,4797825059,www.academysalonspa.com,www.academysalonspa.com,-94.416327,35.380891
Mid-South Community College,2000 W.  Broadway,West Memphis,AR,72301-3829,Dr. Glen F. Fenter,President,8707336722,www.midsouthcc.edu,https://www.midsouthcc.edu/mscc_db_forms/,-90.22285,35.145736
Arkansas Northeastern College,2501 S Division,Blytheville,AR,72316-1109,Dr. James Shemwell,President,8.70762E+13,www.anc.edu, ,-89.922491,35.897362
Margaret's Hair Academy Inc,305 East Gaines Street,Monticello,AR,71655,Eric Thompson,Owner,8703675533, , ,-91.7887,33.629169
New Tyler Barber College Inc,1221 E 7th St,North Little Rock,AR,72114-4973,Ricky Bryant,President,5013750377,newtylerbarbercollege.com, ,-92.254108,34.759076
North Arkansas College,1515 Pioneer Dr,Harrison,AR,72601-5508,Jackie Elliott,President,8707433000,www.northark.edu,www.northark.edu/future_students/admissions/application_for_admission.aspx,-93.087317,36.220528
Northwest Technical Institute,709 S Old Missouri Rd,Springdale,AR,72764,George V. Burch,President,47975188240,www.nwti.edu, ,-94.116433,36.178617
Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998-0001,"Rex M. Horne, Jr.",President,8702455000,www.obu.edu,www.obu.edu/admissions/applying-to-ouachita/,-93.052442,34.125045
College of the Ouachitas,One College Circle,Malvern,AR,72104-0816,Dr. Stephen Schoonmaker,President,5.01338E+13,www.coto.edu, ,-92.821416,34.378745
Ozarka College,218 College Dr,Melbourne,AR,72556-0010,Dr. Richard  L. Dawe,President,8703687371,www.ozarka.edu,https://otc.ozarka.edu/application/online_app_Start.cfm,-91.896355,36.053031
University of the Ozarks,415 N College Ave,Clarksville,AR,72830,Richard L.  Rich  Dunsworth,President,4799791000,www.ozarks.edu,https://admissions.ozarks.edu/secure/forms/apply/,-93.467924,35.477785
University of Arkansas Community College-Morrilton,1537 University Blvd.,Morrilton,AR,72110,Larry Davis,Chancellor,5019772000,www.uaccm.edu,www.uaccm.edu/Future_Student/Admission_Requirements.htm,-92.728507,35.172136
Philander Smith College,900 W. Daisy Bates Drive,Little Rock,AR,72202-3799,Dr. Lloyd Hervey,Interim President,5013759845,www.philander.edu, ,-92.28242,34.73666
Phillips Community College of the University of Arkansas,1000 Campus Drive,Helena,AR,72342-0785,Dr. Steven Murray,Chancellor,8703386474,www.pccua.edu, ,-90.617745,34.544976
Southeast Arkansas College,1900 Hazel St.,Pine Bluff,AR,71603,Dr. Stephen Hilterbran,President,8705435900,www.seark.edu, ,-92.024731,34.209797
Professional Cosmetology Education Center,460 North Washington,El Dorado,AR,71730-4009,Robert F. Kelley,Registrar,8708649292,www.professionalcosmetologyeducation.edu, ,-92.663131,33.215124
Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347,Dr. Margaret Ellibee,President,5018122200,www.pulaskitech.edu,https://myptc.pulaskitech.edu/ICS/Admission/Online_Application.jnz?portlet=Admission_Application,-92.299729,34.78243
University of Arkansas Community College-Hope,2500 S Main,Hope,AR,71801,"Chris Thomason, J.D.",Chancellor,8707775722,www.uacch.edu,https://www.uacch.edu/?page_id=280,-93.584528,33.64791
Rich Mountain Community College,1100 College Dr,Mena,AR,71953,Dr. Phillip Wilson,President,4793947622,www.rmcc.edu, ,-94.2197,34.590793
Paul Mitchell the School-Arkansas,4156 N Steele Blvd,Fayetteville,AR,72703,Greg Kellogg,Owner,4794425181,www.pmtsarkansas.com,school.paulmitchell.edu/fayetteville-ar/enroll-form,-94.154447,36.127461
Searcy Beauty College Inc,1004 S Main,Searcy,AR,72143,Clifteen Barker,"Owner, President",5012686300,searcybeautycollege.com/,searcybeautycollege.com/,-91.73454,35.237723
Shorter College,604 Locust St,N Little Rock,AR,72114,O. Jerome Green,President,5.01375E+12,www.shortercollege.org/, ,-92.261331,34.75933
Williams Baptist College,60 W Fulbright Avenue,Walnut Ridge,AR,72476,Dr. Tom Jones,President,8708866741,www.wbcoll.edu,www.wbcoll.edu/admissions/apply.php,-90.939876,36.126825
South Arkansas Community College,300 S West Ave,El Dorado,AR,71731-7010,Dr.Barbara R. Jones,President,8708628131,www.southark.edu,hawk.southark.edu/cc3/adm_app.html,-92.666087,33.209446
Southern Arkansas University Main Campus,100 E. University,Magnolia,AR,71753,David Rankin,President,8702354000,WWW.SAUMAG.EDU,web.saumag.edu/admissions/apply/,-93.235087,33.291195
Southern Arkansas University Tech,6415 Spellman Road,Camden,AR,71701-1906,Corbet Lamkin,Chancellor,8705744500,www.sautech.edu,https://www.sautech.edu/application/admapp.aspx,-92.719498,33.63037
University of Arkansas System Office,2404 N University,Little Rock,AR,72207-3608,Dr. Donald R. Bobbitt,President,5016862500,WWW.UASYS.EDU, ,-92.343714,34.775989
Velvatex College of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,72202-5452,Barbara Douglas,Owner,5013729678,www.velvatexcollege.com,www.velvatexcollege.com,-92.289758,34.735724
University of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913-3649,Paul Beran,Chancellor,4797887000,uafs.edu/,uafs.edu/admissions/admissions-home,-94.374073,35.385345
Academy of Art University,79 New Montgomery,San Francisco,CA,94105,Elisa Stephens,President,4152742200,www.academyart.edu, ,-122.400686,37.787748
ITT Technical Institute-Rancho Cordova,10863 Gold Center Dr,Rancho Cordova,CA,95670-6034,Jeff Ortega,Director,9168513900,www.itt-tech.edu, ,-121.281506,38.59172
Academy of Chinese Culture and Health Sciences,1601 Clay St,Oakland,CA,94612,John Nieters,President,51076377870,www.acchs.edu, ,-122.272733,37.806662
The Academy of Radio and TV Broadcasting,16052 Beach Blvd St 263n,Huntington Beach,CA,92647,Tom Gillenwater,Financial Aid Director,7148420100,WWW.ARBRADIO.COM, ,-117.987666,33.728895
Avalon School of Cosmetology-Alameda,2318 Central Ave,Alameda,CA,94501,Clint Tryon,CFO,5105231050,avalon.edu,avalon.edu/contact/,-122.243566,37.764203
College of Alameda,555 Ralph Appezzato Memorial Pky,Alameda,CA,94501,Dr. Eric Gravenberg,President,5105227221,www.peralta.edu,www.peralta.edu/apps/pub.asp?Q=27&T=Registration%20Information&B=1,-122.279261,37.78239
Allan Hancock College,800 South College Drive,Santa Maria,CA,93454-6399,Dr. Kevin Walthers,Superintendent/President,8059226966,www.hancockcollege.edu/,https://bannerweb1.hancockcollege.edu/prod/kwskadms.p_dispintro?sport=00&ethn=00,-120.421486,34.942979
American Academy of Dramatic Arts-Los Angeles,1336 N La Brea,Los Angeles,CA,90028,John Polsky,CFO,3.23464E+12,WWW.AADA.EDU, ,-118.344097,34.095315
American Baptist Seminary of the West,2606 Dwight Way,Berkeley,CA,94704-3029,Paul Martin,President,5108411905,www.absw.edu,absw.edu/section/view/application_materials,-122.256149,37.865252
American Film Institute Conservatory,2021 N Western Ave,Los Angeles,CA,90027-1625,Bob Gazzale,President and CEO,3238567600,www.AFI.com, ,-118.309989,34.10846
American Beauty College,646 S. Sunset Ave,West Covina,CA,91790,Tanya Rhiner,Chief Financial Officer,6.26473E+12,www.american-beauty-college.com,www.american-beauty-college.com,-118.125036,33.884391
American Career College-Los Angeles,4021 Rosewood Avenue,Los Angeles,CA,90004,Tom McNamara,President,9497834800,americancareercollege.edu/,americancareercollege.edu/application/form.html,-118.292282,34.079236
American Conservatory Theater,30 Grant Ave,San Francisco,CA,94108-5834,Ellen Richard,Executive Director,4158343200,www.act-sf.org,www.act-sf.org/content/dam/act/conservatory/pdf/2014-15_M.F.A._Program_Application.pdf,-122.404945,37.787326
American River College,4700 College Oak Dr,Sacramento,CA,95841-4286,Marie Smith,Interim President,9164848011,www.arc.losrios.edu/,www.losrios.edu/lrc/lrc_app.php,-121.346012,38.649734
Everest College-Hayward,22336 Main Street,Hayward,CA,94541,Sam Shirazi,President/CEO,5105829500,www.bryman.edu, ,-122.084826,37.675438
Antelope Valley College,3041 West  Ave K,Lancaster,CA,93536-5426,Mr. Edward Knudson,President,6617226300,www.avc.edu,www.cccapply.org/applications/CCCApply/apply/Antelope_Valley_College.html,-118.186166,34.676207
Art Center College of Design,1700 Lida St,Pasadena,CA,91103,Lorne Buchman,President,6263962200,www.artcenter.edu,https://www.applyweb.com/apply/accd/,-118.186901,34.170844
Associated Technical College-Los Angeles,1670 Wilshire Blvd,Los Angeles,CA,90017-1604,Samuel Romano,President,2134136808,www.atcla.edu,atcla.edu/admission.php,-118.27243,34.055987
Associated Technical College-San Diego,707 Broadway-Ste 300,San Diego,CA,92101,Ali Pourhosseini,Director,6.19234E+12,www.associatedtechcollege.com, ,-117.158203,32.715658
Azusa Pacific University,901 E Alosta,Azusa,CA,91702-7000,Jon Wallace D.B.A.,President,6269693434,www.apu.edu,www.apu.edu/apply/,-117.88795,34.130865
Bakersfield College,1801 Panorama Dr,Bakersfield,CA,93305-1299,Sonya Christian,President,6613954011,www.bakersfieldcollege.edu/,banweb.kccd.edu/prod/kwskadms.P_DispIntro,-118.973491,35.4108
Barstow Community College,2700 Barstow Road,Barstow,CA,92311,"Deborah DiThomas, Ph.D.",President,7602522411,www.barstow.edu,www.cccapply.org/applications/california_community_college/apply/barstow_community_college.html,-117.02523,34.871451
Bellus Academy-National City,1520 East Plaza Blvd,National City,CA,91950,Lynelle Lynch,President,61947466070,www.bellusacademy.edu, ,-117.090235,32.676762
Bethesda University of California,730 N. Euclid St,Anaheim,CA,92801,Dong Hwan Lim,Vice President,7145171945,www.buc.edu, ,-117.941323,33.842295
Biola University,13800 Biola Ave,La Mirada,CA,90639-0001,Barry H. Corey,President,5629036000,www.biola.edu,undergrad.biola.edu/apply/,-118.017342,33.904823
Brooks Institute,25/27 Mason Street,Santa Barbara,CA,93101,Sue Kirkman,President,8059663888,www.brooks.edu, ,-119.695991,34.418552
Brownson Technical School,1110 Technology Cir Ste D,Anaheim,CA,92805,Donald P Brown,Administrator,7147749443,www.brownson.edu, ,-117.906409,33.819
Bryan University,3580 Wilshire blvd suite 400,Los Angeles,CA,90010,John Kolacinski,President,2134848850,www.bryancollege.edu, ,-118.302882,34.061406
Butte College,3536 Butte Campus Drive,Oroville,CA,95965-8399,Dr. Kimberly Perry,Superintendent/President,5308952511,www.butte.edu,www.cccapply.org/apply/,-121.644691,39.649116
Phillips Graduate Institute,19900 Plummer Street,Chatsworth,CA,91311,"Yolanda Gorman, PhD",President,8183865600,pgi.edu,pgi.edu,-118.567621,34.24202
California Institute of Integral Studies,1453 Mission Street,San Francisco,CA,94103,Joseph Subbiondo,President,4155756100,www.ciis.edu,www.ciis.edu/Admissions_and_Financial_Aid/Applying_to_CIIS.html,-122.416537,37.774768
Cabrillo College,6500 Soquel Dr,Aptos,CA,95003,Laurel Jones,Superintendent/President,8314796100,www.cabrillo.edu,www.cabrillo.edu/services/ar/apply-us.html,-121.927926,36.9891
California Baptist University,8432 Magnolia Ave,Riverside,CA,92504-3297,Ronald Ellis,President,9516895771,www.calbaptist.edu,www.calbaptist.edu/admissions/,-117.42587,33.928569
California College of the Arts,1111 Eighth Street,San Francisco,CA,94107-2247,Stephen Beal,President,5105943600,www.cca.edu,www.cca.edu/admissions/apply,-122.400263,37.767266
University of California-Hastings College of Law,200 McAllister St,San Francisco,CA,94102-4978,Frank H. Wu,Chancellor & Dean,4155654600,www.uchastings.edu,www.uchastings.edu/admissions/jd/how-apply/apply-now/index.php,-122.415395,37.780718
California Institute of Technology,1200 E California Blvd,Pasadena,CA,91125,Jean-Lou Chameau,President,6263956811,www.caltech.edu,www.admissions.caltech.edu/applying,-118.12574,34.139275
California Lutheran University,60 W Olsen Rd,Thousand Oaks,CA,91360-2787,Dr. Christopher Kimball,President,8054922411,www.callutheran.edu/,www.callutheran.edu/admission/undergraduate/apply/apply_online.php,-118.879467,34.225551
California Polytechnic State University-San Luis Obispo,1 Grand Ave.,San Luis Obispo,CA,93407,Jeffrey D. Armstrong,President,8057561111,calpoly.edu,www.csumentor.edu/AdmissionApp/,-120.65856,35.29889
Alliant International University,10455 Pomerado Road,San Diego,CA,92131-1799,"Geoffrey Cox, PhD",President,8668255426,www.alliant.edu,www.alliant.edu/admissions/apply-now.php,-117.094398,32.897056
California State University-Bakersfield,9001 Stockdale Hwy,Bakersfield,CA,93311-1099,Horace Mitchell,President,6616542782,www.csub.edu,www.csumentor.com/,-119.104711,35.350005
California State University-Stanislaus,One University Circle,Turlock,CA,95382-0299,Joseph F. Sheley,President,2096673122,www.csustan.edu,www.csumentor.edu/,-120.852511,37.52577
California State University-Chancellors Office,"Analytic Studies 401 Golden Shore, 6th Floor",Long Beach,CA,90802-4210,Timothy P. White,Chancellor,5.62951E+13,www.calstate.edu/, ,-118.201255,33.764338
California State University-San Bernardino,5500 University Pky,San Bernardino,CA,92407-2397,Tomas Morales,President,9095375000,www.csusb.edu,www.csumentor.edu/,-117.322508,34.182987
California State Polytechnic University-Pomona,3801 West Temple Avenue,Pomona,CA,91768,J. Michael Ortiz,President,9098697659,www.csupomona.edu,www.csumentor.edu/,-117.819019,34.054273
California State University-Chico,First and Normal Sts,Chico,CA,95929-0150,Paul J. Zingg,President,5308986116,www.csuchico.edu,www.csumentor.edu/AdmissionApp/undergrad_apply.asp,-121.846333,39.728003
California State University-Dominguez Hills,1000 E Victoria St,Carson,CA,90747-0005,Dr. Willie J. Hagan,President,3102433300,www.csudh.edu,www.csumentor.edu/AdmissionApp/,-118.259316,33.86524
California State University-Fresno,5241 N Maple Ave,Fresno,CA,93740,Joseph I. Castro,President,5592784240,www.csufresno.edu, ,-119.748258,36.814477
California State University-Fullerton,800 N State College Blvd,Fullerton,CA,92831-3599,Mildred García,President,6572782011,www.fullerton.edu,www.csumentor.edu/,-117.885349,33.883627
California State University-East Bay,25800 Carlos Bee Blvd,Hayward,CA,94542,Dr. Leroy Morishita,President,5108853000,www.csueastbay.edu,www.csumentor.edu/,-122.058073,37.65707
California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,90840-0115,Donald Para,Interim President,5629854111,www.csulb.edu,www.csumentor.edu/AdmissionApp/,-118.1123,33.782752
